Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubclass_category,TotalBath,TotalPorchSF,TotalQual,BsmtTotalQual,BsmtQualFin_1and2,HasWoodDeckSF,HasTotalPorchSF
391,50,40,9.036582045842716,2,10,20,5,3,5,3,2,1900,1950,2,3,4,4,241,5,391,229,861,5,1,5,7.220373836723949,8,0,1,3,0.0,4,2008,7,5,11.686878772093667,30,2.0,5.488937726156687,356,15.120649651972158,350.21094033906076,0,1
392,60,40,9.409928663668856,2,20,20,1,3,12,3,7,2001,2002,6,5,3,6,690,2,0,114,804,5,1,5,7.581209826196346,8,1,2,3,4.8283137373023015,6,2009,7,5,12.2783933071098,30,3.5,5.2574953720277815,319,20.001242236024844,262.4739740912321,1,1
393,20,40,9.028698584086985,2,20,20,5,3,10,3,5,1959,1959,5,3,3,2,0,2,0,0,0,3,1,5,6.782192056006791,8,0,1,3,0.0,7,2007,7,5,11.575900264131617,30,1.0,0.0,331,9.0,0.0,0,0
394,30,40,8.915432254432663,2,10,20,2,3,6,3,5,1941,1950,3,3,3,4,266,2,0,522,788,3,1,4,6.669498089857879,8,2,0,3,0.0,4,2006,7,2,11.512925464970229,10,1.0,0.0,256,9.686945500633714,149.0849207065907,0,0
395,50,40,9.223651386035854,2,10,20,5,3,4,3,2,1940,1950,3,3,3,2,0,2,0,735,735,4,1,4,6.9411900550683745,8,0,1,3,0.0,7,2007,7,5,11.59910316121128,30,1.0,3.6635616461296463,306,8.001358695652174,0.0,0,1
396,20,40,9.166492972195906,2,10,20,5,3,5,3,5,1956,1956,3,3,3,5,739,2,0,405,1144,3,1,5,7.042286171939743,8,0,1,3,3.784189633918261,6,2010,7,5,11.76756768334381,30,2.0,0.0,306,11.873362445414847,232.65846885194085,1,0
397,20,40,8.881836305004146,2,10,30,5,3,17,3,5,1972,1972,3,3,3,4,777,2,0,117,894,3,1,5,6.795705775173514,8,0,2,3,5.3706380281276624,9,2009,7,5,11.719939634354555,30,1.0,0.0,281,12.341899441340782,180.9783869024201,1,0
398,60,40,8.934586870389676,2,10,20,5,3,10,3,7,1962,1962,3,3,3,6,540,2,0,324,864,3,1,5,7.502186486602924,8,1,1,3,0.0,7,2007,7,5,12.040608205802641,30,2.0,5.123963979403259,281,12.371098265895954,255.36415353929425,0,1
399,30,20,9.101306450952048,2,10,20,2,3,2,3,5,1920,1950,2,2,1,2,0,2,0,961,961,4,1,3,6.981934677156389,3,0,1,1,0.0,11,2007,7,2,11.112447898373103,10,1.0,0.0,167,1.001039501039501,0.0,0,0
400,60,50,9.002701007197938,2,10,20,5,3,21,3,7,2006,2007,6,4,3,7,812,2,0,280,1092,5,1,5,7.346010209913293,8,0,2,3,0.0,10,2009,7,5,12.392552212472792,30,3.0,5.123963979403259,383,16.944190301921317,328.1801691799526,0,1
401,120,40,9.61333576618342,2,30,20,5,3,20,1,5,1996,1996,6,4,3,7,786,2,0,474,1260,5,1,5,7.160845906664299,8,2,2,3,4.787491742782046,12,2008,7,5,12.411052226216713,20,2.5,5.537334267018537,421,15.987311657414748,333.2621931547059,1,1
402,20,40,9.078749951588586,2,20,20,5,3,17,3,5,2005,2005,6,4,3,7,24,2,0,1286,1310,5,1,5,7.177782416195197,8,1,2,3,0.0,7,2006,9,6,12.01364014498549,30,2.0,0.0,383,11.147215865751335,161.74792560782643,0,0
403,30,40,9.230142999272362,2,10,20,5,3,7,3,5,1940,1997,6,3,3,2,0,2,0,672,672,5,1,5,6.51025834052315,8,0,1,1,5.123963979403259,8,2008,7,5,11.589886506106357,10,1.0,0.0,356,8.00148588410104,0.0,1,0
404,60,40,9.400133943608838,2,10,20,2,3,24,3,7,1998,1998,6,4,3,2,0,2,0,1141,1141,4,1,5,7.724446645633537,8,1,2,3,4.969813299576001,7,2006,7,2,12.460714863903755,30,2.5,4.812184355372417,408,11.000875656742558,0.0,1,1
405,60,40,9.246093541682,2,20,20,5,3,14,3,7,1995,1996,6,4,3,2,0,2,0,806,806,4,1,5,7.360103972989152,8,1,2,3,0.0,5,2007,7,5,12.031719258385396,30,2.5,3.6888794541139363,306,11.001239157372986,0.0,0,1
406,20,40,9.209439966733019,2,20,20,2,3,7,3,5,1976,1993,3,3,3,5,1116,2,0,165,1281,5,1,5,7.3901814282264295,7,1,2,3,4.787491742782046,6,2009,7,5,11.918390573078392,30,3.0,4.356708826689592,236,13.223868954758192,251.12461493475467,1,1
407,50,40,9.257223957875032,2,10,20,5,3,9,3,2,1936,1950,2,3,3,2,0,2,0,1064,1064,5,1,4,7.40184157874383,3,0,1,3,0.0,3,2008,7,5,11.652687407345388,30,1.0,0.0,306,8.00093896713615,0.0,0,0
408,70,40,9.653486547052035,2,10,20,5,3,19,3,7,1915,1976,2,4,3,2,0,2,0,840,840,5,1,5,7.426549072397305,8,0,1,3,0.0,3,2008,7,5,12.083905011555967,20,2.0,5.075173815233827,366,11.001189060642092,0.0,0,1
409,60,40,9.55775254863573,2,10,20,2,3,25,3,7,2006,2006,6,5,4,2,0,2,0,1063,1063,5,1,5,7.683403681053826,8,1,3,3,5.2574953720277815,8,2007,9,6,12.542544882151386,30,2.5,4.127134385045092,383,19.00093984962406,0.0,1,1
410,60,50,9.287301413112312,2,10,20,5,3,21,3,7,2007,2008,6,5,3,7,789,2,0,245,1034,5,1,5,7.639161171659173,8,1,3,3,0.0,4,2008,9,6,12.73596533201339,30,3.5,4.624972813284271,421,20.09951690821256,324.2280877708623,0,1
411,20,40,9.166492972195906,2,10,20,5,3,5,3,5,1958,1958,3,3,2,2,0,2,0,1276,1276,3,1,4,7.151485463904735,5,0,1,3,0.0,6,2009,3,2,11.002099841204238,30,1.0,0.0,192,5.000783085356304,0.0,0,0
412,190,40,10.453053004618049,2,10,10,5,3,14,4,5,1955,1955,3,3,3,4,1056,2,0,0,1056,3,0,5,6.962243464266207,8,0,2,3,5.575949103146316,1,2006,7,5,11.884489021402711,20,2.0,0.0,281,12.996215704824976,193.94405911729424,1,0
413,20,50,8.390041405755754,2,30,20,5,3,21,3,5,2009,2009,6,5,3,7,578,2,0,892,1470,5,1,5,7.298445101508147,8,1,2,3,0.0,6,2010,9,6,12.310432660854417,30,3.5,4.969813299576001,422,17.14411964649898,324.78192166511303,0,1
414,30,20,9.100525505968976,2,10,20,5,3,4,3,5,1927,1950,3,3,3,2,0,2,0,1008,1008,4,1,4,6.93537044601511,8,1,2,3,0.0,3,2010,7,5,11.652687407345388,10,1.0,4.867534450455582,306,8.000991080277503,0.0,0,1
415,60,40,9.326165937481774,2,30,20,1,3,13,3,7,1993,1993,6,4,3,5,50,7,531,499,1080,5,1,5,7.64826303090192,8,1,3,3,5.278114659230517,12,2008,7,5,12.337100907936577,30,3.0,5.231108616854587,383,15.208140610545792,444.256310433029,1,1
416,20,40,9.093694189856862,2,20,20,5,3,14,3,5,2007,2007,6,4,3,7,24,2,0,1316,1340,5,1,5,7.200424892944957,8,0,2,3,4.605170185988092,8,2007,9,6,12.106992367829498,30,2.0,3.4011973816621555,383,11.14392244593587,162.25772406858127,1,1
417,60,40,8.967504187316237,2,10,20,5,3,7,3,7,1978,1978,3,3,3,6,209,2,0,463,672,3,1,5,7.24422751560335,8,1,2,3,0.0,3,2006,7,5,11.915051671812877,30,1.5,0.0,366,10.175334323922735,208.91401494154576,0,0
418,70,40,10.017708696626151,2,20,20,5,3,19,3,7,1918,1950,2,4,3,5,1128,2,0,242,1370,3,0,4,7.8724551500639794,8,1,3,1,0.0,11,2007,7,5,12.384218830913648,20,3.5,0.0,336,15.937272064186727,253.8658891669372,0,0
419,50,40,9.006999447958153,2,10,20,5,3,5,3,2,1940,1950,2,3,3,6,312,2,0,444,756,2,0,2,7.033506484287697,8,0,1,2,0.0,4,2007,7,1,11.744037185933616,30,2.5,0.0,306,10.886393659180976,228.5620096689115,0,0
420,20,40,9.041921720351219,2,10,20,5,3,10,3,5,1968,1968,3,3,3,5,775,2,0,281,1056,5,1,5,6.962243464266207,8,1,1,3,0.0,7,2010,7,5,11.863582336583399,30,2.0,5.594711379601839,306,12.400189214758752,231.67064096496497,0,1
421,90,20,8.862200330487287,2,10,20,5,3,12,5,4,1997,1998,6,4,4,7,1309,2,0,35,1344,5,1,5,7.203405521083095,8,0,4,3,0.0,11,2008,7,4,12.237086699059343,10,4.0,0.0,370,22.786617100371746,361.9687127841445,0,0
422,20,40,9.719264188452577,2,20,20,3,3,15,3,5,1977,2000,3,4,3,6,1246,2,0,356,1602,4,1,5,7.379008127628304,8,1,2,3,5.480638923341991,6,2009,7,5,12.2783933071098,30,2.5,0.0,418,16.44167186525265,315.6340672829234,1,0
423,20,40,9.98736903651683,2,10,40,5,2,12,3,5,1954,1954,3,3,3,2,0,2,0,988,988,5,1,4,6.895682697747868,8,0,2,1,0.0,2,2008,7,5,11.635143097694478,30,1.0,0.0,281,8.001011122345805,0.0,0,0
424,60,40,9.126958763037132,2,10,20,5,3,24,3,7,1998,1998,6,4,3,7,986,2,0,484,1470,4,1,5,7.874739125171811,8,1,3,3,0.0,6,2008,7,5,12.66032791780777,30,3.5,4.189654742026425,408,16.36301835486064,352.01347405640513,0,1
425,20,40,9.104979856318357,2,10,20,5,3,10,3,5,1956,1956,3,4,3,3,616,2,0,580,1196,4,1,4,7.086737934510577,8,1,1,3,0.0,5,2008,7,5,11.842229212112828,30,2.0,3.784189633918261,306,13.059314954051796,136.61019826645725,0,1
426,60,20,8.125039097367745,2,10,40,5,3,4,3,7,1946,1992,3,3,3,2,0,2,0,651,651,4,1,5,7.236339342754344,8,2,1,2,0.0,9,2009,7,5,11.813030057420567,30,1.5,4.836281906951478,475,8.001533742331288,0.0,0,1
427,80,40,9.457200449907708,2,10,30,5,2,13,3,6,1989,1989,6,4,3,7,1518,2,0,0,1518,4,1,5,7.404887575616125,8,1,2,3,4.382026634673881,8,2009,7,5,12.524526376648708,20,3.5,5.981414211254481,383,18.995391705069125,375.6721889556196,1,1
428,20,40,9.058703197313223,2,20,20,5,3,10,3,5,1957,1957,3,3,3,4,288,2,0,619,907,5,1,5,6.810142450115136,8,0,1,3,0.0,7,2008,7,5,11.59917655301345,30,1.0,0.0,276,9.587004405286343,154.3816677046486,0,0
429,20,40,8.819073983267831,2,10,20,5,3,17,3,5,2007,2007,6,4,3,7,664,2,0,544,1208,5,1,5,7.0967213784947605,8,0,2,3,4.653960350157523,9,2007,9,6,12.182804018590819,30,3.0,3.9889840465642745,383,15.394540942928039,322.9278922775352,1,1
430,20,40,9.346356175893625,2,20,20,2,3,22,3,5,1988,1988,3,4,3,7,1005,2,0,387,1392,3,1,5,7.252762418053187,8,1,2,3,0.0,3,2009,7,5,12.072541252905651,30,3.0,5.1298987149230735,319,16.772433596554198,350.35021667573415,0,1
431,160,20,7.426549072397305,2,10,20,5,3,3,2,7,1971,1971,3,3,3,6,387,2,0,96,483,3,1,5,6.894670039433482,8,0,1,3,0.0,7,2008,3,2,11.355101379776661,20,1.5,0.0,306,13.599173553719009,221.10864683365375,0,0
432,50,20,8.628018746505122,2,20,10,5,3,4,3,2,1920,1998,2,3,3,2,0,2,0,901,901,4,1,5,7.088408778675395,8,0,0,1,0.0,9,2008,4,2,11.288531131754366,30,1.0,4.584967478670572,366,8.001108647450112,0.0,0,1
433,160,20,7.560080465021827,2,10,20,5,3,3,1,7,1971,1971,3,3,3,6,471,2,0,294,765,5,1,5,7.21890970761906,7,0,2,3,5.480638923341991,8,2007,7,5,11.715866308966918,20,2.5,3.58351893845611,281,12.305483028720628,245.33771435122983,1,1
434,60,40,9.29090601981575,2,20,20,2,3,14,3,7,1997,1998,6,4,3,2,0,2,0,926,926,5,1,5,7.38025578842646,8,1,2,3,0.0,7,2008,7,5,12.106252310247962,30,2.5,3.58351893845611,306,11.001078748651564,0.0,0,1
435,180,20,7.5443321080536885,2,10,20,5,3,1,2,4,1972,1972,3,4,3,6,495,2,0,135,630,4,1,5,6.4457198193855785,8,0,0,3,4.477336814478207,6,2008,7,5,11.302204433654575,10,2.0,0.0,335,16.492868462757528,240.09416015208473,1,0
436,60,40,9.274910142625483,2,30,20,1,3,17,3,7,1996,1996,6,4,3,7,385,6,344,70,799,5,1,5,7.415175109613295,8,1,2,3,5.062595033026967,4,2009,6,5,12.26434155365415,30,3.5,4.110873864173311,418,17.861250000000002,513.0581755434702,1,1
437,50,20,8.389359819906353,2,10,20,5,3,4,3,2,1920,1950,2,2,3,2,0,2,0,648,648,3,1,4,7.0192966537150445,8,0,2,3,0.0,10,2006,7,5,11.661345470088502,30,1.0,0.0,396,5.001540832049306,0.0,0,0
438,45,20,8.699514748210191,2,10,20,5,3,6,3,1,1926,2004,6,3,3,2,0,2,0,884,884,4,1,5,6.806829360392176,8,0,1,3,0.0,1,2009,7,5,11.686878772093667,10,1.0,4.653960350157523,405,8.001129943502825,0.0,0,1
439,30,40,8.361708288575842,2,10,20,5,3,19,3,5,1913,2002,6,3,3,3,365,2,0,75,440,3,0,5,6.542471960506805,8,1,1,2,0.0,3,2007,7,5,11.411446296020374,10,1.0,3.5263605246161616,319,11.312925170068027,107.82419775116797,0,1
440,50,40,9.421735176255844,2,10,20,2,3,5,3,2,1920,2000,2,3,2,2,0,2,0,684,684,4,1,5,7.086737934510577,8,0,2,3,0.0,8,2009,2,5,11.608235644774552,30,1.0,3.828641396489095,409,5.001459854014598,0.0,0,1
441,20,40,9.644133752071205,2,10,20,5,3,25,3,5,2008,2008,6,5,3,7,1767,6,539,788,3094,5,1,5,7.784057002639929,8,2,3,3,0.0,4,2009,7,5,13.226723392728571,30,3.0,5.488937726156687,510,19.78675282714055,724.1235211496524,0,1
442,90,40,9.401621670141608,2,10,20,5,3,5,5,5,1955,1955,3,3,3,6,133,2,0,1307,1440,3,0,2,7.272398392570047,8,0,0,3,0.0,9,2008,7,5,11.678439903447801,10,2.0,0.0,223,8.646773074253991,213.7346543124885,0,0
443,50,20,8.738735461363474,2,10,20,5,3,6,3,2,1930,1992,6,3,3,2,0,2,0,1078,1078,3,1,5,7.360739903058278,8,1,2,2,0.0,6,2008,7,5,12.000891794590137,30,2.0,0.0,331,8.000926784059315,0.0,0,0
444,120,40,8.274357006756292,2,10,20,5,3,16,1,5,2006,2007,6,5,3,2,0,2,0,1258,1258,5,1,5,7.1372784372603855,8,1,3,3,4.969813299576001,6,2007,9,6,12.058152515453552,20,2.0,2.772588722239781,383,14.000794281175537,0.0,1,1
445,60,40,9.07680897935166,2,10,20,5,3,17,3,7,1994,1995,6,4,3,7,642,2,0,273,915,5,1,5,7.553810852008231,8,1,2,3,4.969813299576001,7,2008,7,5,12.254862809699606,30,3.5,4.890349128221754,435,16.608078602620086,308.69448984956296,1,1
446,20,40,9.19573421958682,2,10,20,2,3,5,3,5,1956,1956,3,3,3,2,0,2,0,1436,1436,2,1,5,7.4318919168078,8,1,2,3,0.0,11,2009,3,5,11.755871643580617,30,1.0,0.0,306,8.000695894224078,0.0,0,0
447,20,40,9.71063069382679,2,20,20,2,3,10,3,5,1966,2002,3,3,3,6,247,4,713,557,1517,5,1,5,7.543273346705446,5,1,2,3,0.0,6,2010,7,5,12.154779351142624,30,2.5,0.0,388,11.488142292490119,434.85090694611574,0,0
448,60,40,9.324918276683619,2,20,20,2,3,14,3,7,1998,1999,6,4,3,2,0,2,0,930,930,4,1,5,7.542213463193403,8,1,2,3,4.48863636973214,7,2006,7,5,12.205572520488492,30,2.5,0.0,383,11.001074113856069,0.0,1,0
449,50,20,9.0595174822416,2,10,10,5,3,2,3,2,1937,1950,2,3,3,2,0,2,0,780,780,3,1,5,7.226936018493289,8,1,1,1,0.0,6,2006,7,5,11.691071650353702,30,2.0,0.0,336,8.001280409731114,0.0,0,0
450,50,20,8.699514748210191,2,10,20,5,3,4,3,2,1948,2002,3,3,3,6,331,2,0,318,649,5,1,5,7.075808863978387,8,0,1,3,0.0,6,2007,7,5,11.695247021764184,30,1.5,5.170483995038151,300,11.566153846153846,225.59819253909933,0,1
451,30,20,8.64541048921699,2,10,20,5,3,4,3,5,1930,2005,2,3,3,2,0,2,0,813,813,5,1,4,6.70073110954781,8,0,1,1,0.0,6,2006,7,5,11.608235644774552,10,1.0,4.727387818712341,409,8.001228501228502,0.0,0,1
452,20,40,11.167063280451986,2,20,30,5,2,18,3,5,1975,1975,3,4,3,6,655,2,0,878,1533,3,1,5,7.334981878871814,8,2,2,3,5.298317366548036,12,2006,7,5,12.542544882151386,30,3.0,3.9889840465642745,344,13.989569752281618,285.480608973732,1,1
453,60,40,9.138092207768558,2,20,20,2,3,22,3,7,1996,1997,6,5,3,6,742,2,0,130,872,5,1,5,7.470793774195062,8,0,2,3,4.969813299576001,7,2007,7,5,12.225875272826354,30,3.5,4.804021044733257,345,19.950744558991982,268.6032455644345,1,1
454,60,50,9.104979856318357,2,10,20,5,3,21,3,7,2008,2008,6,4,3,2,0,2,0,768,768,5,1,5,7.371489295214277,8,0,2,3,0.0,6,2009,7,5,12.254862809699606,30,2.5,3.4011973816621555,408,11.001300390117034,0.0,0,1
455,90,40,9.137447046455858,2,10,20,5,3,12,5,5,1976,1976,3,3,3,6,1606,2,0,122,1728,3,1,5,7.454719949364001,8,0,2,3,0.0,7,2006,7,3,12.144197241812087,10,4.0,0.0,281,14.502602660497399,330.2156436300516,0,0
456,20,40,9.169518377455928,2,10,20,5,3,15,3,5,1973,1973,3,3,3,6,916,2,0,326,1242,2,1,5,7.124478262493424,8,1,2,3,0.0,9,2007,7,5,12.075394321888057,30,1.5,0.0,366,13.159292035398229,291.61393042467813,0,0
457,70,20,8.427487278331744,2,10,20,5,3,4,3,7,1916,1950,2,3,3,2,0,2,0,624,624,2,0,5,7.203405521083095,8,0,3,3,0.0,5,2008,3,2,11.49272275765271,20,1.0,4.564348191467836,281,8.0016,0.0,0,1
458,20,40,10.882321065382621,2,20,30,1,2,18,3,5,1954,1994,3,4,3,5,1116,2,0,248,1364,5,1,5,7.416378479192928,7,2,2,3,5.4116460518550396,3,2008,7,5,12.4529327234617,30,2.0,4.919980925828125,289,15.906227106227107,253.32604439635867,1,1
459,70,20,8.536995818712418,2,10,20,5,3,4,3,7,1925,1996,6,3,3,2,0,2,0,588,588,2,1,5,7.418180822726788,8,1,1,3,5.2574953720277815,6,2008,7,5,11.9891596439666,20,1.0,4.143134726391533,488,8.00169779286927,0.0,1,1
460,50,40,8.855805992536562,2,20,10,2,3,6,3,2,1950,1950,3,3,3,3,185,2,0,524,709,3,1,5,7.0925737159746784,8,1,1,3,0.0,7,2009,7,5,11.608235644774552,30,2.0,5.5134287461649825,269,9.043661971830986,102.92523473762428,0,1
461,60,50,8.987696695703624,2,20,20,5,3,21,3,7,2009,2009,6,4,3,7,544,2,0,288,832,5,1,5,7.5678626054638825,8,0,2,3,0.0,12,2009,9,6,12.481561937216318,30,3.5,5.0106352940962555,395,16.22569027611044,296.6109750883808,0,1
462,70,40,8.881836305004146,2,10,20,5,3,9,3,7,1936,2007,6,4,4,6,350,5,210,0,560,5,1,5,7.034387929915503,8,0,2,3,5.545177444479562,4,2009,7,5,11.951180395901384,20,2.0,0.0,575,21.614973262032084,391.9616880431035,1,0
463,20,40,9.0217190130337,2,20,20,5,3,7,3,5,1965,1965,3,3,3,4,553,5,311,0,864,4,1,5,6.761572768804055,8,1,1,3,0.0,12,2009,7,5,11.041048081342682,30,1.0,5.4638318050256105,281,13.354913294797687,365.0769896918709,0,1
464,70,40,9.391661428436555,2,20,40,5,2,19,3,7,1934,1995,3,3,3,3,326,2,0,389,715,2,1,4,7.414572881350589,8,1,1,3,0.0,8,2008,7,5,12.147913731356642,20,1.5,0.0,366,9.822625698324023,114.18403902875805,0,0
465,20,40,9.039552050995901,2,10,40,5,2,17,3,5,1978,1978,3,4,3,4,616,2,0,424,1040,3,1,5,6.946975992135418,8,0,0,3,0.0,8,2009,7,5,11.728036844587175,30,2.0,0.0,281,13.95965417867435,178.5583426087533,0,0
466,120,20,8.030084094267563,2,10,20,5,3,16,1,5,2004,2004,6,4,3,2,0,2,0,1375,1375,5,1,5,7.254177846456518,8,1,2,3,4.969813299576001,5,2006,7,5,12.093687514935382,20,2.0,2.995732273553991,383,11.000726744186046,0.0,1,1
467,20,40,9.271247306879705,2,10,20,5,3,10,3,5,1970,1970,3,3,4,7,778,2,0,499,1277,3,1,5,7.152268856032539,8,1,2,3,0.0,4,2007,7,5,12.025749091398891,30,2.0,5.170483995038151,370,15.87089201877934,333.3756775796829,0,1
468,70,40,9.156939595249067,2,10,20,5,3,10,3,7,1942,1995,3,3,3,3,386,2,0,342,728,5,1,5,7.404887575616125,8,2,1,3,5.123963979403259,6,2007,7,5,11.894780707439258,20,1.5,0.0,344,10.119341563786008,117.82797459958849,1,0
469,20,40,9.343821763350663,2,20,20,5,3,25,3,5,2006,2006,6,4,3,2,0,2,0,1626,1626,5,1,5,7.3987862754199485,8,1,3,3,0.0,5,2007,7,5,12.429216196844383,30,2.0,3.784189633918261,408,11.00061462814997,0.0,0,1
470,60,40,9.136801468641313,2,20,20,2,3,13,3,7,1993,1993,6,4,3,7,426,2,0,406,832,5,1,5,7.444248649496705,8,0,2,3,4.969813299576001,6,2008,7,5,12.138863895836725,30,2.5,4.248495242049359,358,15.092436974789916,285.1245337661057,1,1
471,120,40,8.827614750837508,2,20,20,2,3,23,1,5,1985,1985,6,4,3,7,368,5,1120,0,1488,3,1,5,7.31455283232408,8,0,2,3,0.0,6,2010,7,5,12.26434155365415,20,2.5,5.267858159063328,408,17.490933512424444,558.7920552399908,0,1
472,60,40,9.388653907372598,2,10,20,5,3,15,3,7,1977,1977,3,4,3,2,0,2,0,808,808,3,1,5,7.585281078639126,8,1,2,3,0.0,11,2007,7,5,12.154779351142624,30,2.5,5.62040086571715,366,11.00123609394314,0.0,0,1
473,180,20,8.209308411646937,2,10,20,5,3,5,1,6,2005,2005,6,4,3,7,459,2,0,88,547,5,1,5,6.977281341630747,8,0,2,3,0.0,6,2008,7,5,11.904967552746252,10,2.0,3.332204510175204,306,17.702554744525546,270.65641462516,0,1
474,20,40,9.614270969992395,2,20,20,5,3,25,3,5,2006,2007,6,5,3,7,1350,2,0,626,1976,5,1,5,7.588829878307813,8,1,3,3,5.521460917862246,7,2007,9,6,12.994530005894443,30,3.0,4.143134726391533,408,19.463328275164393,382.9594214586081,1,1
475,120,40,8.58110651715989,2,10,20,5,3,23,1,5,2000,2000,6,4,3,7,1196,2,0,298,1494,5,1,5,7.409741954080923,8,0,2,3,4.564348191467836,8,2007,7,5,12.43320821811392,20,3.0,3.871201010907891,421,17.400668896321072,362.6652666677376,1,1
476,20,40,9.045465728785949,2,10,20,2,3,7,3,5,1963,1963,3,3,3,7,630,2,0,340,970,3,1,5,6.877296071497429,8,0,2,3,0.0,7,2007,7,5,11.794337924408413,30,2.0,5.375278407684165,306,13.19155509783728,310.4267219444094,0,1
477,20,40,9.482274087459825,2,10,20,5,2,17,3,5,1997,1998,6,4,3,7,994,2,0,484,1478,5,1,5,7.30854279753919,8,1,2,3,4.941642422609304,4,2008,7,5,12.249610947544657,30,3.0,3.6635616461296463,319,16.37728194726166,352.68770365055764,1,1
478,60,40,9.524640032332234,2,10,20,5,3,25,3,7,2006,2006,6,4,3,2,0,2,0,2153,2153,5,1,5,7.879669914604289,8,1,3,3,6.025865973825314,3,2007,7,5,12.84792653170257,30,2.5,4.430816798843313,485,11.000464252553389,0.0,1,1
479,20,40,9.272093768251665,2,10,20,5,3,17,3,5,2007,2008,6,5,3,7,1288,2,0,417,1705,5,1,5,7.4489161025442,8,1,3,3,5.337538079701318,9,2009,7,5,12.601487417784837,30,3.0,3.784189633918261,408,20.04044548651817,373.0728607720498,1,1
480,30,20,8.686935966003333,2,10,10,5,3,4,3,5,1937,2000,2,2,3,4,168,2,0,739,907,3,1,5,7.030857476116121,8,0,2,3,0.0,3,2007,7,4,11.401669829409995,10,1.0,4.276666119016055,296,5.926211453744494,139.76397513925514,0,1
481,20,40,9.682404377188837,2,20,20,3,3,25,3,5,2004,2005,6,5,3,7,1261,2,0,572,1833,5,1,5,7.52294091807237,8,1,3,3,6.251903883165888,3,2006,7,5,12.694652660348845,30,3.0,4.718498871295094,433,19.501090512540895,375.58627751637977,1,1
482,20,40,9.37974553683691,2,20,40,5,3,25,3,5,2003,2004,6,5,3,7,1567,2,0,225,1792,5,1,5,7.491087593534876,8,1,3,3,5.327876168789581,8,2006,7,5,12.832011076396668,30,3.0,3.8918202981106265,446,20.99219185722253,385.841418265418,1,1
483,70,20,7.824046010856292,2,10,20,2,3,4,3,7,1915,2005,6,3,3,6,299,2,0,611,910,5,1,5,7.509883061154913,6,1,1,3,0.0,6,2009,7,5,11.951180395901384,20,2.5,0.0,501,10.298572996706914,233.21202210110545,0,0
484,120,20,8.411832675758411,2,10,20,3,3,12,2,5,1998,1998,6,5,3,7,897,2,0,319,1216,5,1,5,7.103322062526113,8,0,2,3,0.0,5,2006,7,5,12.007621706806335,20,3.0,4.8283137373023015,306,19.897288414133115,338.1657161542776,0,1
485,20,40,8.956479847999912,2,20,20,2,3,7,3,5,1962,2001,3,3,3,6,588,2,0,411,999,4,1,5,6.906754778648554,8,0,1,3,0.0,3,2007,7,5,11.794337924408413,30,2.0,4.882801922586371,383,12.116999999999999,264.36364285030277,0,1
486,20,40,9.169518377455928,2,10,20,5,3,10,3,5,1950,2007,3,3,3,6,607,2,0,506,1113,4,1,5,7.014814351275545,8,1,1,3,0.0,7,2009,7,5,11.898187865760873,30,1.0,5.298317366548036,383,11.81508078994614,269.83166122143183,0,1
487,20,40,9.23883064237581,2,10,20,5,3,10,3,5,1965,1965,3,3,3,6,836,2,0,237,1073,3,1,5,6.9782137426306985,8,0,2,3,0.0,6,2007,7,5,11.957611286231675,30,2.5,0.0,331,13.449720670391061,281.81051918160586,0,0
488,20,40,9.412709624073916,2,20,20,5,3,15,3,5,1971,1971,3,4,3,6,998,2,0,486,1484,4,1,5,7.302496423727326,8,1,2,3,5.4116460518550396,2,2007,7,5,12.072541252905651,30,2.0,5.19295685089021,306,15.705050505050504,302.6472279039766,1,1
489,190,40,9.287301413112312,2,10,20,2,3,4,4,2,1900,1970,3,3,2,5,664,2,0,290,954,3,0,4,7.789040401657477,5,1,2,1,4.955827057601261,5,2006,4,5,11.982929094215963,20,2.0,0.0,217,9.172774869109949,222.99831223788982,1,0
490,180,20,7.330405211844402,2,10,20,5,3,1,2,4,1970,2002,3,4,3,7,515,2,0,115,630,3,1,5,6.4457198193855785,8,0,1,3,0.0,5,2009,7,5,11.362102575235644,10,2.0,0.0,368,17.530903328050716,281.8939253700333,0,0
491,160,20,7.887959336599945,2,10,20,5,3,1,1,7,1976,1976,6,4,3,2,0,2,0,264,264,3,1,5,7.1731917424865985,8,1,1,3,4.948759890378168,6,2008,7,5,11.652687407345388,20,1.5,3.1780538303479458,306,11.00377358490566,0.0,1,1
492,50,40,9.157993891603974,2,10,20,5,3,10,3,2,1941,1950,3,3,3,5,403,4,165,238,806,3,1,4,7.363913501405819,8,2,1,3,0.0,8,2006,7,5,11.79810440720389,30,2.0,3.4657359027997265,353,12.01982651796778,337.7118166516791,0,1
493,60,40,9.653614941479894,2,20,20,2,3,14,3,7,2006,2006,6,4,3,2,0,2,0,728,728,4,1,5,7.283448228756631,8,0,2,3,0.0,5,2006,9,6,12.059803326028716,30,2.5,0.0,345,11.001371742112482,0.0,0,0
